miliseg,AcX,AcY,AcZ
107860.0,6.86,-6.9,1.55
107880.0,7.02,-7.24,1.73
107900.0,7.0,-6.98,2.28
107920.0,7.01,-7.07,2.32
107940.0,6.94,-7.18,2.16
107960.0,6.8,-6.81,1.92
107980.0,6.73,-6.96,2.42
108000.0,7.21,-7.64,2.52
108020.0,6.97,-7.74,1.24
108040.0,6.86,-6.95,1.16
108060.0,6.93,-6.8,1.34
108080.0,6.93,-7.15,2.06
108100.0,6.93,-7.45,2.35
108120.0,6.89,-6.97,1.55
108140.0,6.76,-7.14,1.9
108160.0,6.79,-6.92,2.29
108180.0,6.94,-7.09,1.78
108200.0,6.86,-7.28,2.25
108220.0,6.95,-7.26,1.11
108240.0,6.8,-7.0,1.56
108260.0,6.93,-7.43,2.4
108280.0,6.96,-7.5,1.5
108300.0,6.77,-7.04,0.67
108320.0,6.57,-6.55,3.31
108340.0,6.79,-7.98,3.64
108360.0,6.67,-7.18,3.16
108380.0,6.78,-7.02,1.82
108400.0,6.92,-7.48,1.21
108420.0,6.78,-7.63,1.09
108440.0,6.71,-7.61,1.67
108460.0,6.64,-6.59,2.72
108480.0,6.7,-7.2,2.98
108500.0,6.75,-7.37,2.46
108520.0,6.98,-7.34,0.55
108540.0,6.84,-7.2,1.36
108560.0,6.68,-7.49,2.42
108580.0,6.66,-7.04,2.97
108600.0,6.75,-6.84,2.49
108620.0,7.01,-7.53,0.17
108640.0,6.62,-6.89,2.23
108660.0,6.76,-7.2,4.55
108680.0,7.12,-7.84,2.51
108700.0,6.7,-7.16,1.47
108720.0,6.92,-7.17,0.94
108740.0,6.83,-7.29,1.4
108760.0,6.96,-7.11,2.04
108780.0,6.79,-6.9,3.1
108800.0,6.88,-7.0,2.02
108820.0,6.79,-7.14,1.79
108840.0,6.72,-7.59,2.11
108860.0,6.69,-6.95,3.19
108880.0,7.07,-7.48,2.34
108900.0,7.1,-7.54,1.19
108920.0,6.82,-6.26,0.47
108940.0,6.88,-7.13,1.84
108960.0,6.69,-7.15,3.84
108980.0,6.62,-6.53,4.46
109000.0,7.05,-7.56,2.01
109020.0,7.2,-6.1,-0.53
109040.0,6.74,-6.63,2.69
109060.0,6.55,-8.11,4.07
109080.0,6.69,-7.71,3.99
109100.0,6.42,-5.13,4.96
109120.0,8.01,-3.64,2.1
109140.0,7.12,-9.01,-1.01
109160.0,6.7,-8.22,1.48
109180.0,6.05,-6.54,2.5
109200.0,6.7,-8.38,1.35
109220.0,6.67,-8.26,0.48
109240.0,6.24,-7.92,0.99
109260.0,6.44,-7.5,2.72
109280.0,6.31,-9.18,2.63
109300.0,6.28,-8.77,2.69
109320.0,5.72,-9.49,1.98
109340.0,5.81,-9.14,2.29
109360.0,6.27,-7.1,3.28
